pose,videoLanguage,start,end,text,split
s2m002d788b15f3cf178000d2c87a9d6717.pose,gsg,0,3053,𝠀񋾡񋾡񎑱񆳅񀠲񀠺񆇡񆇡񉳋񉳓񋸥񁽁񇅇𝠃𝥃𝥃񋾡𝣉𝣊񋾡𝤒𝣊񎑱𝣓𝣟񆳅𝣔𝤂񀠲𝤣𝣳񀠺𝤈𝣳񆇡𝤞𝤀񆇡𝤞𝤟񉳋𝤮𝤋񉳓𝤂𝤋񋸥𝤛𝤽񁽁𝣟𝣷񇅇𝣭𝤐,train
s2m003059c00f0452208201c998bbccd548.pose,gsg,0,3220,𝠀񂌥񋾡񎊑񇑅񆙡񎴁񎴃񎣡𝠃𝤯𝤸񂌥𝣱𝣺񋾡𝤉𝣕񎊑𝤖𝣩񇑅𝣝𝤗񆙡𝤉𝣽񎴁𝤅𝣺񎴃𝤅𝤘񎣡𝤅𝣸,train
s2m0042f89a451786ec50a91f564fc66aef.pose,gsg,0,2669,𝠀񋾡񌀅񍪱񁸂񇉨񅰂񋛓𝠃𝤶𝤰񋾡𝣖𝣜񌀅𝤇𝣜񍪱𝣡𝣲񁸂𝤚𝣰񇉨𝤕𝤅񅰂𝣠𝤇񋛓𝣟𝤠,train
s2m004c05b639f5f449ed59183edcbce0f2.pose,gsg,0,2336,𝠀񋾡񎘁񀀃񀀋񋨁񋨁񈙁񈙑񋻥𝠃𝤫𝤾񋾡𝣵𝣏񎘁𝤂𝣥񀀃𝤁𝤂񀀋𝣮𝤊񋨁𝤌𝤔񋨁𝣪𝤛񈙁𝤛𝣳񈙑𝣢𝣻񋻥𝣻𝤸,train
s2m005eab2bdc5d58b8a30658a0b716b743.pose,gsg,0,2236,𝠀񋾡񎋵񇉤񂇒𝠃𝤟𝤢񋾡𝣭𝣪񎋵𝣺𝣾񇉤𝤄𝤎񂇒𝤈𝣺,train
s2m006d1e800e41e3d420157f45a4da4a60.pose,gsg,0,3667,𝠀񋾡񋾡񍪱񅢗񂈑񂈙񈙇񈙓񆇡񉷩񋸥𝠃𝥀𝥈񋾡𝣜𝣄񋾡𝤙𝣄񍪱𝣧𝣚񅢗𝤭𝣳񂈑𝣮𝣱񂈙𝣠𝣱񈙇𝣯𝤎񈙓𝣍𝤎񆇡𝣨𝣩񉷩𝤫𝤌񋸥𝣦𝥂,train
s2m0086ce4414a2304413b104d54cc1f3c5.pose,gsg,0,2853,𝠀񂌚񋾡񋾡񍘱񋵡񆇡񅟏񇆥񅰱񉳉𝠃𝤼𝤶񂌚𝤎𝤊񋾡𝣑𝣖񋾡𝤋𝣖񍘱𝣜𝣮񋵡𝤎𝤢񆇡𝤑𝤃񅟏𝤥𝤎񇆥𝤣𝤨񅰱𝣜𝤄񉳉𝣡𝤕,train
s2m00959175db37533e324549bd0cde3865.pose,gsg,0,2519,𝠀񋾡񋾡񎋱񁲁񇀡񂤡񂤩񈙃񈙗񆇡񋸥𝠃𝥅𝥅񋾡𝣇𝣈񋾡𝤐𝣈񎋱𝣔𝣜񁲁𝣋𝣷񇀡𝣣𝤁񂤡𝤱𝣿񂤩𝤅𝣾񈙃𝤧𝤚񈙗𝤀𝤚񆇡𝤞𝤅񋸥𝤚𝤿,train
s2m009a202b400186aab14d65144282c0bf.pose,gsg,0,2402,𝠀񋾡񍪱񄵡񉍦񉍶񄵩񋺅𝠃𝤪𝤴񋾡𝤆𝣙񍪱𝤑𝣯񄵡𝣺𝣨񉍦𝤊𝤈񉍶𝣯𝤈񄵩𝣢𝣧񋺅𝤐𝤩,train
s2m009bed17c53b070a7699967d6023707d.pose,gsg,0,2720,𝠃𝤆𝤆񋾡𝢩𝤁񁲹𝣐𝤄񈙂𝣊𝤥񆹡𝣏𝣺񍘱𝢴𝤚,train
s2m009df32d0d278667615200313a09a684.pose,gsg,0,3417,𝠀񋾡񋾡񎋵񋝫񀖂񀖊񈗢񈗸񋸥񆺤񆺦񀁑𝠃𝥈𝥉񋾡𝣄𝣄񋾡𝤒𝣄񎋵𝣑𝣘񋝫𝣇𝣭񀖂𝤯𝣸񀖊𝤁𝣷񈗢𝤧𝤎񈗸𝤓𝤍񋸥𝤜𝥃񆺤𝤶𝣰񆺦𝤂𝣰񀁑𝣜𝣻,train
s2m00a10d8a312d6af6e497fe521d0b6992.pose,gsg,0,3387,𝠀񋾡񋾡񎋵񂣱񂇩񈩡񃃑񆇡񆿅񋵡񆇡𝠃𝤿𝤭񋾡𝣍𝣟񋾡𝤛𝣟񎋵𝣚𝣳񂣱𝣟𝤆񂇩𝤙𝤊񈩡𝣔𝤝񃃑𝤣𝤆񆇡𝤦𝤌񆿅𝤲𝤘񋵡𝤚𝤨񆇡𝤦𝤞,train
s2m00b5919b16d3de09481fce8faad9ea1e.pose,gsg,0,2803,𝠀񌀅񍲑񈗡񄵂񆇡𝠃𝤛𝤩񌀅𝣳𝣤񍲑𝤂𝣹񈗡𝣾𝤚񄵂𝣱𝤀񆇡𝤑𝤀,train
s2m00bebf16d2310eb42d5f4fd58c29ae22.pose,gsg,0,3184,𝠀񋾡񋾡񎊑񅯳񆕁񅯻񆕁񎣡񀀃񀀋񋻥񋟽񋟁񇆡񇆱񋺅𝠃𝥃𝥇񋾡𝣕𝣆񋾡𝤒𝣆񎊑𝣢𝣚񅯳𝣯𝣰񆕁𝣰𝤁񅯻𝣐𝣰񆕁𝣐𝤁񎣡𝣒𝣪񀀃𝤥𝣵񀀋𝤏𝤂񋻥𝤛𝤿񋟽𝤐𝤓񋟁𝤳𝤇񇆡𝣪𝤎񇆱𝣊𝤏񋺅𝣠𝤼,dev
ssc0fb28db4b8394cb57e3dfa5f9054543.pose,ssr,0,2709,𝠃𝤳𝤟񁲃𝤌𝣮񁲋𝣤𝤈񇑁𝤌𝤋񇑕𝣙𝣰,train
s2m00c26dbe4aa718fa336844cdc70226ee.pose,gsg,0,4121,𝠀񋾡񋾡񎑱񆄡񈗥񆳁񆄱񆄹񇑋񇑛񋻥񋑥񋑵𝠃𝥌𝥈񋾡𝣀𝣍񋾡𝤉𝣍񎑱𝣊𝣢񆄡𝣦𝣄񈗥𝣧𝣖񆳁𝣳𝣗񆄱𝤣𝣳񆄹𝤄𝣹񇑋𝤻𝣹񇑛𝣮𝣿񋻥𝤐𝥂񋑥𝤡𝤄񋑵𝤂𝤋,train
s2m00dc41c6ded878abfffc01841665b366.pose,gsg,0,2135,𝠀񋾡񎑱񂋫񂋣񉳐񉳘𝠃𝤲𝤰񋾡𝣴𝣝񎑱𝣾𝣲񂋫𝣲𝤝񂋣𝤀𝤕񉳐𝤛𝤌񉳘𝣛𝤔,train
s2m00e8349a897c56be7dce1e5d40a5c7de.pose,gsg,0,2536,𝠀񆱵񋾡񍧱񆱵񇆧񇆳񋸥񆇡񂐒񂐚𝠃𝤯𝤽񆱵𝤕𝤀񋾡𝣴𝣏񍧱𝣻𝣣񆱵𝣞𝤀񇆧𝤒𝤖񇆳𝣬𝤖񋸥𝣾𝤷񆇡𝤁𝣴񂐒𝤇𝤀񂐚𝣮𝤀,train
s2m00f576fb16483f72ca6e6704f953686d.pose,gsg,0,3504,𝠀񋾡񎑱񋵡񀕊񂣱񆇡񆿃𝠃𝤢𝤱񋾡𝣹𝣜񎑱𝤃𝣱񋵡𝣫𝤬񀕊𝣪𝤍񂣱𝤑𝤈񆇡𝤅𝤓񆿃𝤇𝤠,train
s2m010bea01577cecd07c8b142fe6710660.pose,gsg,0,2536,𝠀񋾡񍧱񆇡񋵡񀕓񂇙񇆣𝠃𝤢𝤵񋾡𝣫𝣘񍧱𝣲𝣬񆇡𝣽𝤏񋵡𝣰𝤡񀕓𝤄𝤋񂇙𝣰𝤄񇆣𝤓𝤜,train
s2m0112b817df163ec7ddf6211ea4503c9c.pose,gsg,0,3467,𝠀񋾡񋾡񍲑񄨁񄶱񈗡񋔡񋓁𝠃𝤻𝤹񋾡𝣑𝣓񋾡𝤂𝣓񍲑𝣠𝣧񄨁𝣙𝣹񄶱𝤐𝣺񈗡𝣤𝤗񋔡𝤤𝤌񋓁𝤑𝤙,train
s2m0131b8fd0a5f0932265ce7907f02bf22.pose,gsg,0,2984,𝠀񋾡񋾡񍪱񋔩񈗤񈗶񁲱񁲹񋸥񆳅񆳅񁯡𝠃𝤾𝥇񋾡𝣎𝣆񋾡𝤋𝣆񍪱𝣙𝣜񋔩𝣔𝤂񈗤𝤫𝤗񈗶𝤂𝤗񁲱𝤦𝣶񁲹𝣼𝣵񋸥𝤖𝥁񆳅𝤮𝣮񆳅𝤂𝣭񁯡𝣘𝣰,train
s2m0133a14efdba76c4f6ff5291380d7592.pose,gsg,0,2950,𝠀񋾡񋾡񍲑񄶱񋗩񂤁񂤉񋎧񋎿񆇡񆇡񋸥𝠃𝤳𝥅񋾡𝣚𝣈񋾡𝤋𝣈񍲑𝣩𝣜񄶱𝣟𝣰񋗩𝣡𝤐񂤁𝤟𝤓񂤉𝤊𝤓񋎧𝤟𝣸񋎿𝤆𝣸񆇡𝤘𝣲񆇡𝤘𝤊񋸥𝤖𝤿,train
s2m013436d04483dc73a26d9c6a8a29e0de.pose,gsg,0,2002,𝠀񋾡񎑱񂇛񂂿񋵡񆕁񈙇񆱥𝠃𝤧𝤳񋾡𝣱𝣙񎑱𝣻𝣮񂇛𝣳𝤇񂂿𝣷𝤔񋵡𝣦𝤍񆕁𝣩𝤔񈙇𝤉𝤣񆱥𝤙𝤔,train
s2m015ba2801467dc55e22a9b76fce33dc8.pose,gsg,0,1969,𝠀񋾡񍧱񁸡񁸩񇀥񈗡񈗡񇀵񈗱񈗱񋺅𝠃𝤥𝥃񋾡𝣴𝣉񍧱𝣻𝣝񁸡𝤌𝣩񁸩𝣧𝣩񇀥𝤈𝤑񈗡𝤕𝤉񈗡𝤕𝤧񇀵𝣵𝤑񈗱𝣪𝤧񈗱𝣪𝤉񋺅𝣾𝤸,train
s2m015bbec5ad2d05ca901ddaefd5496e4c.pose,gsg,0,2452,𝠀񋾡񋾡񎑱񁸡񁸩񉛇񉛟񂌹񀁒񊻄񆕁񋵡񋸥𝠃𝥙𝤾񋾡𝢽𝣢񋾡𝤒𝣢񎑱𝣇𝣷񁸡𝤲𝣐񁸩𝤀𝣏񉛇𝤺𝣰񉛟𝣱𝣯񂌹𝣄𝤏񀁒𝣓𝤖񊻄𝣗𝤨񆕁𝢳𝤙񋵡𝣂𝤬񋸥𝤞𝤸,train
s2m0162353f3f46eae61d0a37432a469b16.pose,gsg,0,2300,𝠀񋾡񍲑񄵲񆿅𝠃𝤘𝤻񋾡𝣴𝣑񍲑𝤃𝣥񄵲𝣻𝤒񆿅𝤈𝤬,train
s2m0168c508a671e046386919fa8399321f.pose,gsg,0,2469,𝠀񋾡񋾡񎑱񀀛񀀑񈗡񆇡񅨗񋵡𝠃𝤳𝤽񋾡𝣞𝣐񋾡𝤏𝣐񎑱𝣨𝣥񀀛𝣛𝣻񀀑𝣦𝤟񈗡𝣭𝤍񆇡𝣯𝣿񅨗𝤟𝣺񋵡𝣚𝤌,train
s2m01744671aec21afd54d469362b897db4.pose,gsg,0,2803,𝠀񋾡񍸑񎣡񎴋񂣱񆊡񆷥𝠃𝤦𝤭񋾡𝣿𝣟񍸑𝤋𝣶񎣡𝣼𝤂񎴋𝣭𝤃񂣱𝣴𝤇񆊡𝣳𝤞񆷥𝣦𝤌,train
s2m017dbe897766e8c8e80454f525baf34c.pose,gsg,0,2719,𝠀񋾡񍲑񀟣񂇙񎲡񋵡񇀧񆇡񇀣𝠃𝤣𝤺񋾡𝣿𝣒񍲑𝤎𝣦񀟣𝤂𝤌񂇙𝣴𝣩񎲡𝣹𝤄񋵡𝣪𝤆񇀧𝤂𝤜񆇡𝣺𝤈񇀣𝤂𝤪,train
s2m01928e6f746207cd9ffaef26bc5f8ac1.pose,gsg,0,2369,𝠀񌀁񎘁񈗥񆇡񁸡𝠃𝤠𝤤񌀁𝣭𝤁񎘁𝣺𝤗񈗥𝤒𝤀񆇡𝣰𝣷񁸡𝣼𝣨,train
s2m019432577b13cdba0bf7b0e8a08884eb.pose,gsg,0,2067,𝠀񋾡񍸑񂈗񅪁񋵡񈗧𝠃𝤟𝤫񋾡𝣭𝣡񍸑𝣹𝣸񂈗𝣯𝤘񅪁𝣰𝤌񋵡𝣯𝤦񈗧𝤐𝤌,train
s2m0199b7a7040aef25cddc0ef9c62f465e.pose,gsg,0,2169,𝠀񋾡񋾡񍪱񅩸񇒣񃇱𝠃𝤱𝤸񋾡𝣜𝣔񋾡𝤍𝣔񍪱𝣧𝣪񅩸𝣥𝣾񇒣𝤘𝤑񃇱𝤔𝣾,train
s2m019bf5ab18fef5f2b9a252a4f5f1d56d.pose,gsg,0,3184,𝠀񋾡񋾡񎑱񆄱񆄹񋑥񋑵񋻥񄶱񇑃𝠃𝤴𝥄񋾡𝣘𝣈񋾡𝤉𝣈񎑱𝣢𝣝񆄱𝤠𝣮񆄹𝤋𝣴񋑥𝤝𝤅񋑵𝤅𝤊񋻥𝤒𝤾񄶱𝣞𝣰񇑃𝣣𝤐,train
s2m01ab5a880d0bd40a9e9d55bdf8ab6846.pose,gsg,0,2002,𝠀񋾡񍸑񅣱񊤥񎷇𝠃𝤦𝥂񋾡𝣨𝣐񍸑𝣴𝣧񅣱𝤋𝣊񊤥𝤋𝣟񎷇𝣦𝥀,train
s2m01b1418d488879b358b9a50873b06364.pose,gsg,0,2853,𝠀񋾡񍘱񈁁񁳑񆸁𝠃𝤣𝤮񋾡𝣩𝣞񍘱𝣴𝣶񈁁𝤓𝣺񁳑𝣷𝤏񆸁𝣲𝤂,train
s2m01ba79312a45df7928cdd6d98582e2f0.pose,gsg,0,3053,𝠀񋾡񋾡񎋱񎣡񆇡񀦱񋔩񄶱񈠥𝠃𝥅𝤲񋾡𝣐𝣛񋾡𝤍𝣛񎋱𝣝𝣯񎣡𝣍𝤀񆇡𝣈𝤏񀦱𝣎𝤆񋔩𝤪𝤗񄶱𝤪𝣸񈠥𝣨𝤊,train
s2m01c1c1d3d4ac8758ee92c0bd15510665.pose,gsg,0,3020,𝠀񋾡񌀅񍦑񎟑񅟐񈠥񆿅񅣯𝠃𝤶𝤴񋾡𝤒𝣙񌀅𝣗𝣙񍦑𝣤𝣮񎟑𝤚𝣺񅟐𝣟𝣸񈠥𝣝𝤗񆿅𝤟𝤥񅣯𝤚𝤈,train
s2m01c262727d2b9a49d9acf050b57f9213.pose,gsg,0,2536,𝠀񋾡񌀈񍦑񎑱񆇡񃁲񃁺񆇡񆱡񆱡񆿅񆿕񄧡񋎩𝠃𝥉𝤲񋾡𝤒𝣦񌀈𝣄𝣦񍦑𝤟𝣻񎑱𝣎𝣻񆇡𝣠𝣝񃁲𝤥𝤐񃁺𝤋𝤐񆇡𝤟𝤗񆱡𝤵𝤋񆱡𝤉𝤋񆿅𝤼𝤣񆿕𝤀𝤣񄧡𝣤𝣛񋎩𝣭𝣻,dev
s2m01cc1eef873ace1b78824fe08b89b3cd.pose,gsg,0,3470,𝠀񋾡񋾡񍲑񄶱񋗩񁲃񋔩𝠃𝤼𝤲񋾡𝣑𝣚񋾡𝤋𝣚񍲑𝣠𝣮񄶱𝤡𝣸񋗩𝤣𝤗񁲃𝣜𝤁񋔩𝣥𝤖,train
s2m01db18bc4fe447fc474d02e9775ab63a.pose,gsg,0,2252,𝠀񋾡񋾡񍸑񁲁񂣹񋵡񀀃񆿃񋎩񅊂񂣹񋵡񋴅𝠃𝥒𝥁񋾡𝣋𝣋񋾡𝤠𝣋񍸑𝣗𝣢񁲁𝣒𝤁񂣹𝤟𝤍񋵡𝤛𝤥񀀃𝤴𝤕񆿃𝤱𝤨񋎩𝣭𝤢񅊂𝣫𝤃񂣹𝢿𝤍񋵡𝢻𝤥񋴅𝣚𝤶,train
s2m01dd83a28b28ab26fcde6ac70146c286.pose,gsg,0,2687,𝠀񋾡񋾡񍸑񆇡񋸥񂇸񆇡񋵡񄶁񂱑񂱙񆳑񆳑񇆣񇆷𝠃𝥁𝤿񋾡𝣔𝣍񋾡𝤎𝣍񍸑𝣠𝣤񆇡𝣟𝤒񋸥𝣜𝤹񂇸𝤔𝤂񆇡𝤙𝤉񋵡𝤌𝤕񄶁𝤫𝣺񂱑𝣩𝤂񂱙𝣏𝤂񆳑𝣌𝣹񆳑𝣧𝣹񇆣𝣬𝤔񇆷𝣎𝤔,train
s2m01e5c4d8b9d5d41d3538a9cf2f630efa.pose,gsg,0,2550,𝠀񋾡񎃑񆅫񋵡񄶱񆇡񈗤𝠃𝤤𝤲񋾡𝣨𝣛񎃑𝣰𝣱񆅫𝣬𝤛񋵡𝣮𝤭񄶱𝤉𝣽񆇡𝣼𝤝񈗤𝣽𝤎,train
s2m01e904d64883047ff23072fefbf7b264.pose,gsg,0,3020,𝠀񋾡񋾡񎋱񁳑񁳙񉤉񉤑񋸥񆿁񆱡񆱡񆿑񋺅񂮱񂮹𝠃𝥈𝥅񋾡𝣏𝣈񋾡𝤘𝣈񎋱𝣜𝣜񁳑𝣣𝤖񁳙𝣅𝤖񉤉𝣤𝣫񉤑𝣏𝣫񋸥𝣘𝤾񆿁𝤶𝣬񆱡𝤫𝣱񆱡𝤝𝣱񆿑𝤑𝣬񋺅𝤣𝤺񂮱𝤳𝣿񂮹𝤎𝣿,train
s2m01eab0926e6da17484332b4ac78c96c9.pose,gsg,0,2536,𝠀񋾡񋾡񍦑񂣹񋴅񋵡񋵡񂣹񆿃񀀃񀭁񀕁񋎭𝠃𝥐𝥀񋾡𝣄𝣌񋾡𝤙𝣌񍦑𝣑𝣡񂣹𝣀𝤃񋴅𝣖𝤵񋵡𝢼𝤙񋵡𝤎𝤙񂣹𝤒𝤃񆿃𝤢𝤇񀀃𝤲𝤍񀭁𝣫𝣿񀕁𝣖𝣿񋎭𝣨𝤟,train
s2m01f409521e7ed2703102c6c7a69af8d3.pose,gsg,0,3453,𝠀񋾡񌀆񍧱񀀃񇀥񂱱񆱱񆇡𝠃𝤻𝤫񋾡𝤏𝣢񌀆𝣒𝣢񍧱𝣙𝣶񀀃𝣩𝣻񇀥𝣷𝤍񂱱𝤧𝤗񆱱𝤡𝤍񆇡𝣨𝤅,train
s2m01fb19f68405813b0c57fe87f1c9544d.pose,gsg,0,2817,𝠀񋾡񋾡񍘱񃃙񃃑񋵡񆇡񈙈񆇡񋸥񅟏񅟇񇆣񇆷𝠃𝤿𝥂񋾡𝣚𝣋񋾡𝤔𝣋񍘱𝣥𝣣񃃙𝤗𝤆񃃑𝤢𝤃񋵡𝤖𝤖񆇡𝤘𝣺񈙈𝤩𝣩񆇡𝣧𝤁񋸥𝣤𝤼񅟏𝣶𝣹񅟇𝣍𝣹񇆣𝣻𝤓񇆷𝣎𝤓,train
s2m0221f59a5112fb201fcf54a552370b67.pose,gsg,0,1802,𝠀񋾡񎋱񂐒񆿃񂐚񆿗񆇡񋸥𝠃𝤢𝤼񋾡𝣵𝣑񎋱𝤂𝣥񂐒𝤋𝣸񆿃𝤈𝤑񂐚𝣫𝣸񆿗𝣸𝤑񆇡𝤂𝤁񋸥𝣿𝤶,train
s2m02390756aecf4448fddcd94162cd61d4.pose,gsg,0,2717,𝠀񃇺񋾡񎋵񆇡񋵡񆸁񁲡𝠃𝤛𝤴񃇺𝣶𝤞񋾡𝣲𝣘񎋵𝣿𝣬񆇡𝤑𝤟񋵡𝣵𝤯񆸁𝣴𝣼񁲡𝣹𝤉,train
s2m026e8c53e3374dea4a5778024ec83ccb.pose,gsg,0,3170,𝠀񋾡񋾡񍲑񄵑񊒡񊒲񄵙񋺅񁳑񋚫񋛯񁳙񋻥񆸁񆸁񆞁𝠃𝥖𝤻񋾡𝣌𝣒񋾡𝤚𝣒񍲑𝣛𝣦񄵑𝤰𝣻񊒡𝥃𝣹񊒲𝤄𝣸񄵙𝤔𝣻񋺅𝤧𝤰񁳑𝣝𝣻񋚫𝣛𝤛񋛯𝣆𝤠񁳙𝣄𝤀񋻥𝣒𝤴񆸁𝢷𝣴񆸁𝣢𝣰񆞁𝣯𝤔,train
s2m02825e89cf453affb785472531736cf1.pose,gsg,0,2533,𝠃𝤆𝤆񋾡𝤮𝣉񊦑𝢩𝤋񊦂𝣵𝤌񋾡𝣒𝣉񀀒𝥄𝤒񀀚𝤥𝤓񋎯𝤧𝣸񅰺𝣁𝣴񋎧𝥅𝣸񅰲𝣲𝣴񎣡𝣏𝣮񋺅𝣜𝤷񋻥𝤵𝤻񆕁𝣔𝤋񆕁𝣧𝤋񎊑𝣟𝣞,train
s2m028e92b0ae7557713f6090b543df4299.pose,gsg,0,2983,𝠀񋾡񍪱񃁹񋵡񉒌񆕁񅧂𝠃𝤢𝤴񋾡𝣴𝣘񍪱𝣿𝣮񃁹𝣫𝤑񋵡𝣪𝤯񉒌𝤊𝤗񆕁𝣳𝤅񅧂𝣲𝤋,train
s2m0297735e908891cf94181cd049d1428b.pose,gsg,0,3637,𝠀񋾡񍲑񀀁񋟇𝠃𝤠𝤵񋾡𝣭𝣘񍲑𝣼𝣬񀀁𝤋𝤄񋟇𝤇𝤦,train
s2m02def889e69e44eb0de2de386942a4f7.pose,gsg,0,2786,𝠃𝤆𝤆񁹙𝣪𝤆񋾡𝣷𝣡񁹑𝤏𝤆񋾡𝢩𝣡񂇙𝢩𝤖񀁱𝣁𝤆񆿅𝣃𝤦񆿅𝤖𝤨񆿕𝣰𝤨񋺅𝤁𝥂񎋱𝢶𝣵񆇡𝢶𝤧񆇡𝢶𝤗񋵡𝢩𝤳,train
s2m02ea43815a97276ce5f7fbe40d8ee74e.pose,gsg,0,2767,𝠀񋾡񋾡񎋵񃇨񈟁񄵑񋗡𝠃𝤾𝤵񋾡𝣏𝣗񋾡𝤘𝣗񎋵𝣜𝣫񃇨𝤫𝣰񈟁𝤒𝣻񄵑𝣚𝣼񋗡𝣓𝤚,train
s2m02ec6f818f1357f2ced14a9b17a13296.pose,gsg,0,2035,𝠀񋾡񍩑񋸥񆇡񈝣񈝷񁽨񁽰𝠃𝤣𝤿񋾡𝣴𝣎񍩑𝣿𝣠񋸥𝣿𝤹񆇡𝤁𝣺񈝣𝤎𝤘񈝷𝣫𝤘񁽨𝤌𝣽񁽰𝣩𝣽,train
s2m02ee876e51a482c7eea47612cd13e0fa.pose,gsg,0,4150,𝠀񋟁񋾡񋾡񍬑񁼱񁲁񁲉񆹡񆹡񆿅񆿕񋺅𝠃𝤽𝥈񋟁𝣴𝣡񋾡𝣐𝣋񋾡𝤍𝣋񍬑𝣖𝣡񁼱𝣵𝣅񁲁𝤤𝣺񁲉𝤅𝣺񆹡𝤣𝣲񆹡𝤃𝣲񆿅𝤪𝤛񆿕𝤉𝤛񋺅𝤙𝤽,train
s2m02fa9b249d2f9cb56e40f52bba37d2dd.pose,gsg,0,3283,𝠀񋾡񎋵񎣡񁦳񋎩𝠃𝤥𝤮񋾡𝣾𝣞񎋵𝤋𝣲񎣡𝣻𝤃񁦳𝣨𝤈񋎩𝤆𝤙,train
s2m032c2f09e8556be90326c8fcd8420702.pose,gsg,0,3036,𝠀񋾡񍬑񆕁񋵡񇆡񂩾񂩹𝠃𝤥𝤶񋾡𝣭𝣗񍬑𝣳𝣭񆕁𝣲𝤪񋵡𝣨𝤢񇆡𝤌𝤎񂩾𝣹𝤙񂩹𝣰𝤎,train
s2m0337cf928245293f5b24d1e5bb0f7148.pose,gsg,0,2536,𝠀񋾡񎑱񆅚񋵡񁳑񆸁񋚫𝠃𝤤𝤴񋾡𝣪𝣙񎑱𝣴𝣮񆅚𝣯𝤝񋵡𝣩𝤯񁳑𝤈𝤆񆸁𝤄𝣻񋚫𝣯𝤏,train
s2m033fa32fa77aa4f7b0b542b858ec59d4.pose,gsg,0,2719,𝠀񋾡񌀈񍘱񎊑񁸂񁸊񇒥񇒽񆏁񃇱񆇡񇆣񋺅𝠃𝥜𝥈񋾡𝣏𝣉񌀈𝤝𝣉񍘱𝣚𝣡񎊑𝤪𝣝񁸂𝣠𝣲񁸊𝣈𝣷񇒥𝣫𝤕񇒽𝢰𝤕񆏁𝣱𝣧񃇱𝥃𝣏񆇡𝤻𝣄񇆣𝥇𝣠񋺅𝣛𝤽,train
s2m034bf02d4cf5fead54ee39ed4c076dd0.pose,gsg,0,2236,𝠀񋾡񆿕񎋱񆅩񆅡񆿅񋺅𝠃𝤝𝤵񋾡𝣴𝣗񆿕𝣰𝤖񎋱𝤁𝣫񆅩𝣯𝤅񆅡𝤎𝤅񆿅𝤏𝤖񋺅𝣾𝤪,train
s2m035fe9d38afff602db0a92f6f2495d06.pose,gsg,0,2000,𝠀񋾡񍧱񇀥񇀵񆄡񆄡񋺅𝠃𝤙𝥃񋾡𝣴𝣊񍧱𝣻𝣞񇀥𝤉𝤐񇀵𝣳𝤐񆄡𝣵𝣾񆄡𝤈𝣾񋺅𝣾𝤸,train
s2m0369eb71785dd7d6e66207dcc7752c43.pose,gsg,0,2119,𝠀񋾡񍲑񎣡񃄂񆕁񆱡𝠃𝤟𝤩񋾡𝣸𝣤񍲑𝤇𝣸񎣡𝣵𝤊񃄂𝣻𝤏񆕁𝣮𝤝񆱡𝣯𝤑,train
